Скважина;Пласт РИГИС;Пластпропласт;Глубина кровли пласта;Толщина;Абсолютная глубина;Абсолютная толщина;Литология;Коллектор
353;Ю1-3-4;Ю1-3-4;2 742.80;1.20;2 569.04;1.19;DENSE;нет
377;Ю1-3-4;Ю1-3-4;2 712.40;1.60;2 569.05;1.60;SAND_GL;да
348;Ю1-3-4;Ю1-3-4;2 792.40;0.80;2 569.06;0.79;ALEVROLIT;да
159;Ю1-3-4;Ю1-3-4;3 048.80;5.00;2 569.09;4.89;ARGILLIT;нет
337;Ю1-3-4;Ю1-3-4;3 067.40;0.80;2 569.09;0.79;ARGILLIT;нет
354;Ю1-3-4;Ю1-3-4;2 830.00;0.60;2 569.09;0.59;ALEVROLIT;да
127;Ю1-3-4;Ю1-3-4;3 158.80;0.40;2 569.12;0.37;ALEVROLIT;да
130;Ю1-3-4;Ю1-3-4;3 105.20;1.40;2 569.12;1.38;ARGILLIT;нет
600;Ю1-3-4;Ю1-3-4;3 469.60;0.40;2 569.12;0.40;SAND_GL;да
106;Ю1-3-4;Ю1-3-4;3 140.20;0.80;2 569.13;0.79;SAND_UPLOT;да
359;Ю1-3-4;Ю1-3-4;2 769.20;1.20;2 569.13;1.19;DENSE;нет
376;Ю1-3-4;Ю1-3-4;2 905.80;2.60;2 569.15;2.53;SAND;да
300;Ю1-3-4;Ю1-3-4;2 696.80;0.60;2 569.16;0.60;DENSE;нет
339;Ю1-3-4;Ю1-3-4;2 810.60;0.60;2 569.19;0.59;NYA_KOLLEKTOR;да
117ST2;Ю1-3-4;Ю1-3-4;3 388.80;1.20;2 569.20;1.19;ARGILLIT;нет
110PL;Ю1-3-4;Ю1-3-4;3 257.40;1.40;2 569.26;0.95;ARGILLIT;нет
114;Ю1-3-4;Ю1-3-4;2 809.80;1.20;2 569.27;1.20;SAND_GL;да
171;Ю1-3-4;Ю1-3-4;3 086.60;1.60;2 569.28;1.58;ARGILLIT;нет
170;Ю1-3-4;Ю1-3-4;3 266.80;0.40;2 569.32;0.38;ALEVROLIT;да
123PL;Ю1-3-4;Ю1-3-4;3 364.60;0.60;2 569.33;0.24;ARGILLIT;нет
142;Ю1-3-4;Ю1-3-4;2 771.40;3.80;2 569.33;3.78;ARGILLIT;нет
301R;Ю1-3-4;Ю1-3-4;2 741.20;0.80;2 569.33;0.80;ARGILLIT;нет
344;Ю1-3-4;Ю1-3-4;2 857.60;1.80;2 569.35;1.79;SAND;да
351;Ю1-3-4;Ю1-3-4;2 705.20;0.60;2 569.36;0.60;DENSE;нет
183;Ю1-3-4;Ю1-3-4;2 885.20;2.40;2 569.37;2.37;DENSE;нет
372;Ю1-3-4;Ю1-3-4;3 276.00;2.00;2 569.38;1.91;SAND;да
365;Ю1-3-4;Ю1-3-4;3 335.60;0.80;2 569.42;0.78;SAND_GL;да
369;Ю1-3-4;Ю1-3-4;2 888.80;0.80;2 569.42;0.79;ALEVROLIT;да
197;Ю1-3-4;Ю1-3-4;3 061.40;0.40;2 569.44;0.39;ALEVROLIT;да
355;Ю1-3-4;Ю1-3-4;3 039.00;0.60;2 569.44;0.60;ARGILLIT;нет
112;Ю1-3-4;Ю1-3-4;3 093.80;1.40;2 569.46;1.40;SAND_GL;да
192;Ю1-3-4;Ю1-3-4;2 782.80;0.40;2 569.46;0.40;ALEVROLIT;да
127;Ю1-3-4;Ю1-3-4;3 159.20;2.00;2 569.49;1.87;SAND_GL;да
178;Ю1-3-4;Ю1-3-4;2 763.80;0.80;2 569.50;0.80;ALEVROLIT;да
311;Ю1-3-4;Ю1-3-4;2 748.00;2.40;2 569.51;2.35;SAND_GL;да
156;Ю1-3-4;Ю1-3-4;3 065.60;1.00;2 569.52;0.95;ALEVROLIT;да
194;Ю1-3-4;Ю1-3-4;2 904.60;1.40;2 569.52;1.39;SAND;да
600;Ю1-3-4;Ю1-3-4;3 470.00;0.60;2 569.52;0.59;ALEVROLIT;да
123PL;Ю1-3-4;Ю1-3-4;3 365.20;0.80;2 569.57;0.32;ALEVROLIT;да
435ST2;Ю1-3-4;Ю1-3-4;2 944.20;1.60;2 569.58;1.60;SAND_GL;да
126;Ю1-3-4;Ю1-3-4;3 248.20;1.80;2 569.63;1.78;ALEVROLIT;да
174;Ю1-3-4;Ю1-3-4;3 058.80;0.80;2 569.65;0.77;SAND;да
354;Ю1-3-4;Ю1-3-4;2 830.60;0.40;2 569.68;0.40;DENSE;нет
170;Ю1-3-4;Ю1-3-4;3 267.20;0.80;2 569.70;0.77;SAND_GL;да
104;Ю1-3-4;Ю1-3-4;3 118.20;1.20;2 569.73;1.19;ARGILLIT;нет
300;Ю1-3-4;Ю1-3-4;2 697.40;0.80;2 569.76;0.80;SAND_GL;да
346;Ю1-3-4;Ю1-3-4;2 795.40;1.40;2 569.76;1.38;DENSE;нет
153ST2;Ю1-3-4;Ю1-3-4;2 862.00;0.60;2 569.78;0.60;SAND_GL;да
339;Ю1-3-4;Ю1-3-4;2 811.20;0.60;2 569.78;0.59;DENSE;нет
103ST2;Ю1-3-4;Ю1-3-4;2 892.20;1.40;2 569.79;1.39;ARGILLIT;нет
195;Ю1-3-4;Ю1-3-4;3 346.60;1.60;2 569.80;1.57;SAND_GL;да
312;Ю1-3-4;Ю1-3-4;2 848.40;0.60;2 569.80;0.58;ALEVROLIT;да
319;Ю1-3-4;Ю1-3-4;2 838.20;4.00;2 569.81;3.93;SAND_GL;да
317;Ю1-3-4;Ю1-3-4;3 081.40;1.20;2 569.82;1.16;ALEVROLIT;да
370;Ю1-3-4;Ю1-3-4;2 858.40;0.80;2 569.82;0.80;ARGILLIT;нет
197;Ю1-3-4;Ю1-3-4;3 061.80;1.80;2 569.83;1.78;SAND;да
349;Ю1-3-4;Ю1-3-4;2 707.80;0.40;2 569.83;0.40;DENSE;нет
177;Ю1-3-4;Ю1-3-4;2 742.00;1.60;2 569.84;1.60;SAND;да
348;Ю1-3-4;Ю1-3-4;2 793.20;1.00;2 569.85;0.99;SAND_GL;да
192;Ю1-3-4;Ю1-3-4;2 783.20;1.80;2 569.86;1.80;SAND_GL;да
316;Ю1-3-4;Ю1-3-4;2 858.00;2.00;2 569.87;1.96;ALEVROLIT;да
337;Ю1-3-4;Ю1-3-4;3 068.20;0.80;2 569.88;0.78;SAND_GL;да
123PL;Ю1-3-4;Ю1-3-4;3 366.00;0.80;2 569.89;0.32;ARGILLIT;нет
106;Ю1-3-4;Ю1-3-4;3 141.00;0.40;2 569.92;0.39;SAND;да
427;Ю1-3-4;Ю1-3-4;2 947.60;1.00;2 569.93;1.00;SAND_GL;да
229;Ю1-3-4;Ю1-3-4;3 130.80;1.00;2 569.95;1.00;ALEVROLIT;да
153;Ю1-3-4;Ю1-3-4;2 974.00;1.00;2 569.96;0.97;ALEVROLIT;да
351;Ю1-3-4;Ю1-3-4;2 705.80;0.40;2 569.96;0.40;ALEVROLIT;да
139;Ю1-3-4;Ю1-3-4;2 749.00;1.20;2 569.97;1.20;ARGILLIT;нет
149;Ю1-3-4;Ю1-3-4;3 346.40;0.60;2 570.04;0.59;ALEVROLIT;да
355;Ю1-3-4;Ю1-3-4;3 039.60;1.00;2 570.04;0.98;ALEVROLIT;да
338;Ю1-3-4;Ю1-3-4;2 783.20;1.20;2 570.07;1.20;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 831.00;0.80;2 570.08;0.78;SAND_GL;да
600;Ю1-3-4;Ю1-3-4;3 470.60;8.40;2 570.11;8.34;SAND;да
441;Ю1-3-4;Ю1-3-4;2 931.20;2.80;2 570.12;2.79;ARGILLIT;нет
146;Ю1-3-4;Ю1-3-4;3 398.00;0.80;2 570.13;0.80;ALEVROLIT;да
301R;Ю1-3-4;Ю1-3-4;2 742.00;0.50;2 570.13;0.50;SAND_GL;да
327;Ю1-3-4;Ю1-3-4;3 075.80;1.00;2 570.14;0.97;ALEVROLIT;да
382;Ю1-3-4;Ю1-3-4;2 978.60;2.00;2 570.16;1.97;ARGILLIT;нет
363;Ю1-3-4;Ю1-3-4;2 821.60;0.60;2 570.17;0.59;SAND_UPLOT;да
365;Ю1-3-4;Ю1-3-4;3 336.40;4.20;2 570.20;4.08;SAND_GL;да
110PL;Ю1-3-4;Ю1-3-4;3 258.80;0.80;2 570.21;0.54;ALEVROLIT;да
123PL;Ю1-3-4;Ю1-3-4;3 366.80;1.00;2 570.21;0.40;ALEVROLIT;да
369;Ю1-3-4;Ю1-3-4;2 889.60;1.80;2 570.21;1.79;DENSE;нет
349;Ю1-3-4;Ю1-3-4;2 708.20;1.00;2 570.23;0.99;ALEVROLIT;да
353;Ю1-3-4;Ю1-3-4;2 744.00;0.60;2 570.23;0.60;ALEVROLIT;да
134;Ю1-3-4;Ю1-3-4;2 963.70;0.50;2 570.27;0.49;ALEVROLIT;да
135;Ю1-3-4;Ю1-3-4;2 974.00;0.60;2 570.28;0.60;ARGILLIT;нет
360;Ю1-3-4;Ю1-3-4;2 744.00;1.40;2 570.28;1.39;ALEVROLIT;да
178;Ю1-3-4;Ю1-3-4;2 764.60;1.20;2 570.30;1.20;SAND_GL;да
106;Ю1-3-4;Ю1-3-4;3 141.40;0.40;2 570.31;0.40;ARGILLIT;нет
359;Ю1-3-4;Ю1-3-4;2 770.40;1.60;2 570.32;1.58;SAND;да
351;Ю1-3-4;Ю1-3-4;2 706.20;1.00;2 570.36;1.00;DENSE;нет
339;Ю1-3-4;Ю1-3-4;2 811.80;1.00;2 570.37;0.99;SAND_GL;да
153ST2;Ю1-3-4;Ю1-3-4;2 862.60;0.40;2 570.38;0.39;DENSE;нет
312;Ю1-3-4;Ю1-3-4;2 849.00;0.80;2 570.38;0.77;SAND_GL;да
117ST2;Ю1-3-4;Ю1-3-4;3 390.00;1.20;2 570.39;1.19;SAND_GL;да
174;Ю1-3-4;Ю1-3-4;3 059.60;1.40;2 570.42;1.34;DENSE;нет
295R;Ю1-3-4;Ю1-3-4;2 664.60;0.60;2 570.44;0.60;SAND_GL;да
114;Ю1-3-4;Ю1-3-4;2 811.00;0.80;2 570.47;0.80;ARGILLIT;нет
156;Ю1-3-4;Ю1-3-4;3 066.60;1.60;2 570.47;1.52;SAND_GL;да
170;Ю1-3-4;Ю1-3-4;3 268.00;0.40;2 570.47;0.39;ALEVROLIT;да
120;Ю1-3-4;Ю1-3-4;3 347.20;2.60;2 570.50;2.59;ARGILLIT;нет
130;Ю1-3-4;Ю1-3-4;3 106.60;3.40;2 570.50;3.35;ARGILLIT;нет
101;Ю1-3-4;Ю1-3-4;3 170.80;1.20;2 570.52;1.19;ARGILLIT;нет
138;Ю1-3-4;Ю1-3-4;2 771.60;1.20;2 570.52;1.19;ALEVROLIT;да
300;Ю1-3-4;Ю1-3-4;2 698.20;0.60;2 570.56;0.60;SAND_GL;да
123PL;Ю1-3-4;Ю1-3-4;3 367.80;0.60;2 570.61;0.24;ARGILLIT;нет
378;Ю1-3-4;Ю1-3-4;3 001.60;2.00;2 570.61;1.95;SAND;да
370;Ю1-3-4;Ю1-3-4;2 859.20;0.60;2 570.62;0.59;ALEVROLIT;да
301R;Ю1-3-4;Ю1-3-4;2 742.50;0.90;2 570.63;0.90;SAND_GL;да
377;Ю1-3-4;Ю1-3-4;2 714.00;1.00;2 570.65;1.00;ALEVROLIT;да
337;Ю1-3-4;Ю1-3-4;3 069.00;1.00;2 570.66;0.99;DENSE;нет
364;Ю1-3-4;Ю1-3-4;3 080.20;0.40;2 570.66;0.39;ARGILLIT;нет
106;Ю1-3-4;Ю1-3-4;3 141.80;0.80;2 570.71;0.78;ALEVROLIT;да
110PL;Ю1-3-4;Ю1-3-4;3 259.60;1.00;2 570.75;0.68;DENSE;нет
314;Ю1-3-4;Ю1-3-4;2 694.60;1.20;2 570.75;1.19;ALEVROLIT;да
134;Ю1-3-4;Ю1-3-4;2 964.20;0.80;2 570.76;0.78;SAND_GL;да
363;Ю1-3-4;Ю1-3-4;2 822.20;0.40;2 570.76;0.40;SAND_GL;да
153ST2;Ю1-3-4;Ю1-3-4;2 863.00;0.60;2 570.77;0.60;SAND_GL;да
353;Ю1-3-4;Ю1-3-4;2 744.60;0.60;2 570.83;0.59;DENSE;нет
348;Ю1-3-4;Ю1-3-4;2 794.20;1.00;2 570.84;0.98;DENSE;нет
123PL;Ю1-3-4;Ю1-3-4;3 368.40;0.80;2 570.85;0.32;ALEVROLIT;да
112;Ю1-3-4;Ю1-3-4;3 095.20;0.60;2 570.86;0.59;ALEVROLIT;да
170;Ю1-3-4;Ю1-3-4;3 268.40;0.80;2 570.86;0.77;SAND_GL;да
171;Ю1-3-4;Ю1-3-4;3 088.20;0.80;2 570.86;0.80;SAND_GL;да
179;Ю1-3-4;Ю1-3-4;3 088.80;1.00;2 570.86;1.00;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 831.80;0.80;2 570.86;0.79;SAND_GL;да
135;Ю1-3-4;Ю1-3-4;2 974.60;0.60;2 570.88;0.59;ARGILLIT;нет
194;Ю1-3-4;Ю1-3-4;2 906.00;1.40;2 570.91;1.39;DENSE;нет
104;Ю1-3-4;Ю1-3-4;3 119.40;1.20;2 570.92;1.20;ARGILLIT;нет
146;Ю1-3-4;Ю1-3-4;3 398.80;1.00;2 570.93;0.99;ARGILLIT;нет
153;Ю1-3-4;Ю1-3-4;2 975.00;2.00;2 570.93;1.92;SAND_GL;да
427;Ю1-3-4;Ю1-3-4;2 948.60;0.80;2 570.93;0.80;SAND_GL;да
435;Ю1-3-4;Ю1-3-4;3 052.40;0.80;2 570.93;0.80;SAND_GL;да
186;Ю1-3-4;Ю1-3-4;2 980.00;1.40;2 570.94;1.34;SAND;да
229;Ю1-3-4;Ю1-3-4;3 131.80;1.60;2 570.95;1.60;DENSE;нет
317;Ю1-3-4;Ю1-3-4;3 082.60;1.00;2 570.98;0.96;ARGILLIT;нет
355;Ю1-3-4;Ю1-3-4;3 040.60;1.20;2 571.02;1.19;SAND_GL;да
295R;Ю1-3-4;Ю1-3-4;2 665.20;2.00;2 571.04;2.00;SAND_GL;да
364;Ю1-3-4;Ю1-3-4;3 080.60;2.20;2 571.05;2.14;DENSE;нет
327;Ю1-3-4;Ю1-3-4;3 076.80;0.80;2 571.11;0.79;ARGILLIT;нет
344;Ю1-3-4;Ю1-3-4;2 859.40;1.40;2 571.14;1.38;ARGILLIT;нет
346;Ю1-3-4;Ю1-3-4;2 796.80;1.40;2 571.14;1.38;SAND_GL;да
312;Ю1-3-4;Ю1-3-4;2 849.80;0.40;2 571.15;0.38;ALEVROLIT;да
300;Ю1-3-4;Ю1-3-4;2 698.80;1.40;2 571.16;1.40;ARGILLIT;нет
363;Ю1-3-4;Ю1-3-4;2 822.60;0.40;2 571.16;0.39;SAND_UPLOT;да
123PL;Ю1-3-4;Ю1-3-4;3 369.20;0.80;2 571.17;0.32;ALEVROLIT;да
139;Ю1-3-4;Ю1-3-4;2 750.20;2.20;2 571.17;2.19;SAND_GL;да
103ST2;Ю1-3-4;Ю1-3-4;2 893.60;1.20;2 571.18;1.18;ALEVROLIT;да
435ST2;Ю1-3-4;Ю1-3-4;2 945.80;1.40;2 571.18;1.39;SAND_UPLOT;да
307;Ю1-3-4;Ю1-3-4;2 871.40;1.60;2 571.21;1.55;ALEVROLIT;да
370;Ю1-3-4;Ю1-3-4;2 859.80;1.40;2 571.21;1.39;ARGILLIT;нет
109;Ю1-3-4;Ю1-3-4;3 316.00;1.80;2 571.22;1.74;ARGILLIT;нет
349;Ю1-3-4;Ю1-3-4;2 709.20;2.40;2 571.22;2.39;SAND_GL;да
114;Ю1-3-4;Ю1-3-4;2 811.80;0.80;2 571.27;0.80;SAND_UPLOT;да
338;Ю1-3-4;Ю1-3-4;2 784.40;1.20;2 571.27;1.20;DENSE;нет
372;Ю1-3-4;Ю1-3-4;3 278.00;0.80;2 571.29;0.77;SAND_GL;да
127;Ю1-3-4;Ю1-3-4;3 161.20;6.80;2 571.36;6.34;ARGILLIT;нет
339;Ю1-3-4;Ю1-3-4;2 812.80;0.60;2 571.36;0.59;ALEVROLIT;да
351;Ю1-3-4;Ю1-3-4;2 707.20;0.60;2 571.36;0.60;SAND_GL;да
153ST2;Ю1-3-4;Ю1-3-4;2 863.60;1.80;2 571.37;1.78;DENSE;нет
195;Ю1-3-4;Ю1-3-4;3 348.20;1.40;2 571.37;1.37;SAND_GL;да
297R;Ю1-3-4;Ю1-3-4;2 669.60;1.20;2 571.40;1.20;DENSE;нет
126;Ю1-3-4;Ю1-3-4;3 250.00;0.40;2 571.41;0.40;COAL;нет
353;Ю1-3-4;Ю1-3-4;2 745.20;0.40;2 571.42;0.40;ALEVROLIT;да
110PL;Ю1-3-4;Ю1-3-4;3 260.60;1.20;2 571.43;0.81;ARGILLIT;нет
177;Ю1-3-4;Ю1-3-4;2 743.60;0.80;2 571.44;0.80;ALEVROLIT;да
112;Ю1-3-4;Ю1-3-4;3 095.80;1.60;2 571.45;1.60;SAND_ALEV;да
135;Ю1-3-4;Ю1-3-4;2 975.20;0.80;2 571.47;0.80;ARGILLIT;нет
106;Ю1-3-4;Ю1-3-4;3 142.60;0.40;2 571.49;0.40;ARGILLIT;нет
123PL;Ю1-3-4;Ю1-3-4;3 370.00;0.60;2 571.49;0.24;ARGILLIT;нет
178;Ю1-3-4;Ю1-3-4;2 765.80;0.80;2 571.50;0.80;ALEVROLIT;да
301R;Ю1-3-4;Ю1-3-4;2 743.40;0.60;2 571.53;0.60;SAND_GL;да
312;Ю1-3-4;Ю1-3-4;2 850.20;1.00;2 571.53;0.97;DENSE;нет
134;Ю1-3-4;Ю1-3-4;2 965.00;2.40;2 571.54;2.35;SAND_SL_PR;да
363;Ю1-3-4;Ю1-3-4;2 823.00;0.80;2 571.55;0.79;ALEVROLIT;да
117ST2;Ю1-3-4;Ю1-3-4;3 391.20;1.40;2 571.58;1.39;SAND;да
371;Ю1-3-4;Ю1-3-4;2 992.60;0.60;2 571.58;0.56;SAND_UPLOT;да
197;Ю1-3-4;Ю1-3-4;3 063.60;0.80;2 571.61;0.80;ALEVROLIT;да
170;Ю1-3-4;Ю1-3-4;3 269.20;0.40;2 571.63;0.38;ALEVROLIT;да
337;Ю1-3-4;Ю1-3-4;3 070.00;0.60;2 571.65;0.59;SAND_GL;да
354;Ю1-3-4;Ю1-3-4;2 832.60;0.40;2 571.65;0.40;SAND_GL;да
377;Ю1-3-4;Ю1-3-4;2 715.00;0.80;2 571.65;0.79;SAND_GL;да
171;Ю1-3-4;Ю1-3-4;3 089.00;0.80;2 571.66;0.79;DENSE;нет
192;Ю1-3-4;Ю1-3-4;2 785.00;0.60;2 571.66;0.59;ALEVROLIT;да
360;Ю1-3-4;Ю1-3-4;2 745.40;0.80;2 571.67;0.80;SAND_GL;да
376;Ю1-3-4;Ю1-3-4;2 908.40;0.40;2 571.68;0.39;ALEVROLIT;да
138;Ю1-3-4;Ю1-3-4;2 772.80;1.00;2 571.71;1.00;ALEVROLIT;да
123PL;Ю1-3-4;Ю1-3-4;3 370.60;1.00;2 571.73;0.39;ARGILLIT;нет
427;Ю1-3-4;Ю1-3-4;2 949.40;0.40;2 571.73;0.40;ALEVROLIT;да
435;Ю1-3-4;Ю1-3-4;3 053.20;0.60;2 571.73;0.60;ALEVROLIT;да
183;Ю1-3-4;Ю1-3-4;2 887.60;0.40;2 571.74;0.40;ALEVROLIT;да
174;Ю1-3-4;Ю1-3-4;3 061.00;0.80;2 571.76;0.77;SAND;да
367;Ю1-3-4;Ю1-3-4;3 107.00;0.40;2 571.77;0.40;ALEVROLIT;да
126;Ю1-3-4;Ю1-3-4;3 250.40;0.40;2 571.81;0.39;SAND_GL;да
129;Ю1-3-4;Ю1-3-4;3 215.80;1.00;2 571.82;0.97;DENSE;нет
348;Ю1-3-4;Ю1-3-4;2 795.20;0.80;2 571.82;0.79;SAND_GL;да
353;Ю1-3-4;Ю1-3-4;2 745.60;0.40;2 571.82;0.40;DENSE;нет
316;Ю1-3-4;Ю1-3-4;2 860.00;2.80;2 571.83;2.74;SAND_GL;да
179;Ю1-3-4;Ю1-3-4;3 089.80;1.00;2 571.86;1.00;ARGILLIT;нет
311;Ю1-3-4;Ю1-3-4;2 750.40;1.40;2 571.86;1.38;SAND_GL;да
116;Ю1-3-4;Ю1-3-4;2 935.00;2.00;2 571.87;2.00;ARGILLIT;нет
106;Ю1-3-4;Ю1-3-4;3 143.00;1.20;2 571.89;1.18;SAND;да
359;Ю1-3-4;Ю1-3-4;2 772.00;2.80;2 571.90;2.77;SAND;да
146;Ю1-3-4;Ю1-3-4;3 399.80;2.20;2 571.92;2.19;ARGILLIT;нет
147;Ю1-3-4;Ю1-3-4;3 121.40;0.40;2 571.93;0.40;ARGILLIT;нет
314;Ю1-3-4;Ю1-3-4;2 695.80;0.60;2 571.94;0.60;ALEVROLIT;да
317;Ю1-3-4;Ю1-3-4;3 083.60;0.80;2 571.94;0.77;ALEVROLIT;да
339;Ю1-3-4;Ю1-3-4;2 813.40;0.60;2 571.95;0.59;SAND_GL;да
351;Ю1-3-4;Ю1-3-4;2 707.80;1.40;2 571.96;1.40;SAND_GL;да
156;Ю1-3-4;Ю1-3-4;3 068.20;1.80;2 571.99;1.71;SAND_GL;да
369;Ю1-3-4;Ю1-3-4;2 891.40;0.60;2 572.00;0.60;SAND_GL;да
170;Ю1-3-4;Ю1-3-4;3 269.60;1.20;2 572.01;1.16;SAND;да
354;Ю1-3-4;Ю1-3-4;2 833.00;0.80;2 572.05;0.79;SAND_GL;да
372;Ю1-3-4;Ю1-3-4;3 278.80;1.20;2 572.06;1.15;ALEVROLIT;да
114;Ю1-3-4;Ю1-3-4;2 812.60;0.40;2 572.07;0.40;ALEVROLIT;да
376;Ю1-3-4;Ю1-3-4;2 908.80;0.60;2 572.07;0.59;SAND_GL;да
104;Ю1-3-4;Ю1-3-4;3 120.60;2.60;2 572.12;2.59;ARGILLIT;нет
123PL;Ю1-3-4;Ю1-3-4;3 371.60;1.00;2 572.12;0.40;ARGILLIT;нет
301R;Ю1-3-4;Ю1-3-4;2 744.00;2.00;2 572.13;2.00;SAND_GL;да
382;Ю1-3-4;Ю1-3-4;2 980.60;0.40;2 572.13;0.40;ALEVROLIT;да
427;Ю1-3-4;Ю1-3-4;2 949.80;0.40;2 572.13;0.40;ALEVROLIT;да
183;Ю1-3-4;Ю1-3-4;2 888.00;2.00;2 572.14;1.98;SAND;да
371;Ю1-3-4;Ю1-3-4;2 993.20;0.60;2 572.14;0.57;ALEVROLIT;да
324;Ю1-3-4;Ю1-3-4;2 839.80;0.60;2 572.15;0.59;DENSE;нет
436;Ю1-3-4;Ю1-3-4;2 932.40;1.00;2 572.15;1.00;ARGILLIT;нет
367;Ю1-3-4;Ю1-3-4;3 107.40;3.00;2 572.17;2.97;ARGILLIT;нет
126;Ю1-3-4;Ю1-3-4;3 250.80;0.40;2 572.20;0.40;ALEVROLIT;да
355;Ю1-3-4;Ю1-3-4;3 041.80;0.50;2 572.21;0.49;COAL;нет
353;Ю1-3-4;Ю1-3-4;2 746.00;1.00;2 572.22;1.00;ALEVROLIT;да
110PL;Ю1-3-4;Ю1-3-4;3 261.80;0.60;2 572.24;0.41;ARGILLIT;нет
177;Ю1-3-4;Ю1-3-4;2 744.40;2.60;2 572.24;2.60;ARGILLIT;нет
337;Ю1-3-4;Ю1-3-4;3 070.60;0.80;2 572.24;0.79;ARGILLIT;нет
192;Ю1-3-4;Ю1-3-4;2 785.60;0.80;2 572.25;0.80;SAND_GL;да
186;Ю1-3-4;Ю1-3-4;2 981.40;0.40;2 572.28;0.38;ALEVROLIT;да
178;Ю1-3-4;Ю1-3-4;2 766.60;0.80;2 572.30;0.80;DENSE;нет
194;Ю1-3-4;Ю1-3-4;2 907.40;3.20;2 572.30;3.18;SAND;да
147;Ю1-3-4;Ю1-3-4;3 121.80;0.40;2 572.33;0.39;ALEVROLIT;да
435;Ю1-3-4;Ю1-3-4;3 053.80;0.60;2 572.33;0.60;SAND;да
176;Ю1-3-4;Ю1-3-4;2 767.60;0.60;2 572.34;0.60;ARGILLIT;нет
363;Ю1-3-4;Ю1-3-4;2 823.80;1.40;2 572.34;1.38;SAND;да
103ST2;Ю1-3-4;Ю1-3-4;2 894.80;0.60;2 572.36;0.60;ALEVROLIT;да
451;Ю1-3-4;Ю1-3-4;3 247.40;1.40;2 572.37;1.39;ARGILLIT;нет
197;Ю1-3-4;Ю1-3-4;3 064.40;1.00;2 572.41;0.99;SAND_UPLOT;да
169;Ю1-3-4;Ю1-3-4;2 894.80;1.20;2 572.42;1.18;SAND_GL;да
377;Ю1-3-4;Ю1-3-4;2 715.80;0.60;2 572.44;0.60;ALEVROLIT;да
171;Ю1-3-4;Ю1-3-4;3 089.80;0.80;2 572.45;0.80;ALEVROLIT;да
114;Ю1-3-4;Ю1-3-4;2 813.00;0.60;2 572.47;0.60;DENSE;нет
338;Ю1-3-4;Ю1-3-4;2 785.60;0.60;2 572.47;0.60;ALEVROLIT;да
360;Ю1-3-4;Ю1-3-4;2 746.20;1.00;2 572.47;1.00;SAND_GL;да
199;Ю1-3-4;Ю1-3-4;3 060.20;0.60;2 572.49;0.59;SAND_GL;да
312;Ю1-3-4;Ю1-3-4;2 851.20;1.40;2 572.50;1.35;SAND_GL;да
352;Ю1-3-4;Ю1-3-4;2 919.00;1.20;2 572.51;1.19;ALEVROLIT;да
123PL;Ю1-3-4;Ю1-3-4;3 372.60;0.80;2 572.52;0.31;ALEVROLIT;да
344;Ю1-3-4;Ю1-3-4;2 860.80;0.80;2 572.52;0.80;SAND_ALEV;да
346;Ю1-3-4;Ю1-3-4;2 798.20;2.40;2 572.52;2.37;ARGILLIT;нет
174;Ю1-3-4;Ю1-3-4;3 061.80;1.60;2 572.53;1.54;DENSE;нет
382;Ю1-3-4;Ю1-3-4;2 981.00;2.00;2 572.53;1.98;ARGILLIT;нет
427;Ю1-3-4;Ю1-3-4;2 950.20;0.80;2 572.53;0.80;DENSE;нет
314;Ю1-3-4;Ю1-3-4;2 696.40;1.20;2 572.54;1.20;ALEVROLIT;да
339;Ю1-3-4;Ю1-3-4;2 814.00;1.60;2 572.54;1.58;SAND;да
229;Ю1-3-4;Ю1-3-4;3 133.40;1.20;2 572.55;1.20;SAND_GL;да
300;Ю1-3-4;Ю1-3-4;2 700.20;0.80;2 572.56;0.80;ARGILLIT;нет
435ST2;Ю1-3-4;Ю1-3-4;2 947.20;0.60;2 572.57;0.60;ALEVROLIT;да
604;Ю1-3-4;Ю1-3-4;2 769.00;3.00;2 572.58;3.00;SAND;да
126;Ю1-3-4;Ю1-3-4;3 251.20;0.80;2 572.60;0.79;SAND_UPLOT;да
297R;Ю1-3-4;Ю1-3-4;2 670.80;0.40;2 572.60;0.40;SAND;да
369;Ю1-3-4;Ю1-3-4;2 892.00;0.60;2 572.60;0.59;ALEVROLIT;да
370;Ю1-3-4;Ю1-3-4;2 861.20;2.80;2 572.60;2.77;SAND_UPLOT;да
348;Ю1-3-4;Ю1-3-4;2 796.00;0.60;2 572.61;0.59;ALEVROLIT;да
110PL;Ю1-3-4;Ю1-3-4;3 262.40;1.20;2 572.65;0.82;ARGILLIT;нет
186;Ю1-3-4;Ю1-3-4;2 981.80;1.80;2 572.66;1.73;SAND;да
158;Ю1-3-4;Ю1-3-4;3 241.00;1.00;2 572.68;0.95;ALEVROLIT;да
355;Ю1-3-4;Ю1-3-4;3 042.30;1.70;2 572.70;1.69;SAND_GL;да
138;Ю1-3-4;Ю1-3-4;2 773.80;1.40;2 572.71;1.40;ALEVROLIT;да
371;Ю1-3-4;Ю1-3-4;2 993.80;4.60;2 572.71;4.32;SAND;да
147;Ю1-3-4;Ю1-3-4;3 122.20;3.80;2 572.72;3.73;SAND;да
