Скважина;Пласт РИГИС;Пластпропласт;Глубина кровли пласта;Толщина;Абсолютная глубина;Абсолютная толщина;Литология;Коллектор
169;Ю1-3-4;Ю1-3-4;2 899.40;0.60;2 576.95;0.60;COAL;нет
336;Ю1-3-4;Ю1-3-4;3 230.60;0.80;2 576.95;0.79;ALEVROLIT;да
197;Ю1-3-4;Ю1-3-4;3 069.00;0.80;2 576.96;0.79;DENSE;нет
354;Ю1-3-4;Ю1-3-4;2 838.00;1.40;2 576.98;1.38;SAND_GL;да
366;Ю1-3-4;Ю1-3-4;3 005.80;0.60;2 577.01;0.58;ARGILLIT;нет
307;Ю1-3-4;Ю1-3-4;2 877.40;0.60;2 577.02;0.58;ALEVROLIT;да
371;Ю1-3-4;Ю1-3-4;2 998.40;1.40;2 577.03;1.31;ALEVROLIT;да
295R;Ю1-3-4;Ю1-3-4;2 671.20;0.80;2 577.04;0.80;ARGILLIT;нет
377;Ю1-3-4;Ю1-3-4;2 720.40;1.00;2 577.04;1.00;SAND_SL_PR;да
116;Ю1-3-4;Ю1-3-4;2 940.20;1.20;2 577.06;1.20;SAND_GL;да
324;Ю1-3-4;Ю1-3-4;2 844.80;5.20;2 577.06;5.10;ARGILLIT;нет
150;Ю1-3-4;Ю1-3-4;3 005.00;0.60;2 577.07;0.56;SAND_GL;да
158;Ю1-3-4;Ю1-3-4;3 245.60;0.40;2 577.07;0.39;ALEVROLIT;да
187;Ю1-3-4;Ю1-3-4;2 869.60;1.60;2 577.08;1.60;SAND_GL;да
178;Ю1-3-4;Ю1-3-4;2 771.40;4.20;2 577.09;4.20;SAND;да
382;Ю1-3-4;Ю1-3-4;2 985.60;0.40;2 577.09;0.40;SAND_GL;да
103ST2;Ю1-3-4;Ю1-3-4;2 899.60;0.60;2 577.10;0.60;SAND_GL;да
313;Ю1-3-4;Ю1-3-4;2 745.20;0.80;2 577.12;0.80;ARGILLIT;нет
126;Ю1-3-4;Ю1-3-4;3 255.80;0.40;2 577.14;0.40;DENSE;нет
192;Ю1-3-4;Ю1-3-4;2 790.60;1.00;2 577.24;1.00;SAND_GL;да
186;Ю1-3-4;Ю1-3-4;2 986.60;1.00;2 577.26;0.96;SAND;да
363;Ю1-3-4;Ю1-3-4;2 828.80;0.40;2 577.26;0.39;ALEVROLIT;да
601;Ю1-3-4;Ю1-3-4;3 523.60;3.00;2 577.26;2.95;SAND;да
360;Ю1-3-4;Ю1-3-4;2 751.00;1.40;2 577.27;1.40;SAND;да
364;Ю1-3-4;Ю1-3-4;3 087.00;0.40;2 577.27;0.39;ALEVROLIT;да
153;Ю1-3-4;Ю1-3-4;2 981.60;1.20;2 577.28;1.16;SAND;да
383;Ю1-3-4;Ю1-3-4;3 184.40;4.00;2 577.28;3.89;SAND;да
104;Ю1-3-4;Ю1-3-4;3 125.80;0.60;2 577.31;0.60;ARGILLIT;нет
176;Ю1-3-4;Ю1-3-4;2 772.60;1.00;2 577.32;1.00;SAND;да
117ST2;Ю1-3-4;Ю1-3-4;3 397.00;1.80;2 577.33;1.78;ARGILLIT;нет
436;Ю1-3-4;Ю1-3-4;2 937.60;0.80;2 577.35;0.80;SAND_GL;да
311;Ю1-3-4;Ю1-3-4;2 756.00;1.40;2 577.36;1.38;ARGILLIT;нет
110PL;Ю1-3-4;Ю1-3-4;3 269.40;0.60;2 577.41;0.41;DENSE;нет
134;Ю1-3-4;Ю1-3-4;2 971.00;1.20;2 577.41;1.17;SAND_GL;да
171;Ю1-3-4;Ю1-3-4;3 094.80;0.80;2 577.41;0.80;DENSE;нет
326;Ю1-3-4;Ю1-3-4;3 344.20;1.00;2 577.41;0.94;ARGILLIT;нет
158;Ю1-3-4;Ю1-3-4;3 246.00;1.00;2 577.46;0.95;ALEVROLIT;да
338;Ю1-3-4;Ю1-3-4;2 790.60;1.80;2 577.47;1.80;SAND_GL;да
352;Ю1-3-4;Ю1-3-4;2 924.00;0.60;2 577.48;0.59;DENSE;нет
382;Ю1-3-4;Ю1-3-4;2 986.00;0.40;2 577.49;0.40;ALEVROLIT;да
451;Ю1-3-4;Ю1-3-4;3 252.60;5.00;2 577.51;4.95;ARGILLIT;нет
427;Ю1-3-4;Ю1-3-4;2 955.20;0.40;2 577.52;0.40;ALEVROLIT;да
126;Ю1-3-4;Ю1-3-4;3 256.20;1.00;2 577.54;0.98;SAND_GL;да
314;Ю1-3-4;Ю1-3-4;2 701.40;1.60;2 577.54;1.60;DENSE;нет
169;Ю1-3-4;Ю1-3-4;2 900.00;0.40;2 577.55;0.39;ALEVROLIT;да
370;Ю1-3-4;Ю1-3-4;2 866.20;0.60;2 577.55;0.60;SAND_GL;да
161;Ю1-3-4;Ю1-3-4;3 008.60;2.20;2 577.59;2.17;ALEVROLIT;да
366;Ю1-3-4;Ю1-3-4;3 006.40;0.40;2 577.59;0.39;ARGILLIT;нет
307;Ю1-3-4;Ю1-3-4;2 878.00;1.00;2 577.60;0.96;SAND_UPLOT;да
150;Ю1-3-4;Ю1-3-4;3 005.60;1.80;2 577.63;1.70;SAND_GL;да
111;Ю1-3-4;Ю1-3-4;3 394.40;0.80;2 577.64;0.74;ALEVROLIT;да
359;Ю1-3-4;Ю1-3-4;2 777.80;2.00;2 577.64;1.98;ARGILLIT;нет
190;Ю1-3-4;Ю1-3-4;2 750.00;0.60;2 577.65;0.59;ALEVROLIT;да
363;Ю1-3-4;Ю1-3-4;2 829.20;0.80;2 577.65;0.79;SAND_GL;да
364;Ю1-3-4;Ю1-3-4;3 087.40;0.80;2 577.66;0.78;SAND_GL;да
103ST2;Ю1-3-4;Ю1-3-4;2 900.20;1.60;2 577.70;1.58;SAND_GL;да
127;Ю1-3-4;Ю1-3-4;3 168.00;1.00;2 577.70;0.94;DENSE;нет
138;Ю1-3-4;Ю1-3-4;2 778.80;0.60;2 577.70;0.60;DENSE;нет
336;Ю1-3-4;Ю1-3-4;3 231.40;0.80;2 577.74;0.80;SAND_GL;да
197;Ю1-3-4;Ю1-3-4;3 069.80;0.60;2 577.75;0.60;ALEVROLIT;да
348;Ю1-3-4;Ю1-3-4;2 801.20;0.80;2 577.75;0.79;SAND_GL;да
337;Ю1-3-4;Ю1-3-4;3 076.20;2.40;2 577.76;2.37;ARGILLIT;нет
106;Ю1-3-4;Ю1-3-4;3 149.00;0.40;2 577.79;0.39;ARGILLIT;нет
160;Ю1-3-4;Ю1-3-4;3 314.20;2.00;2 577.81;1.95;ALEVROLIT;да
110PL;Ю1-3-4;Ю1-3-4;3 270.00;0.60;2 577.82;0.41;ALEVROLIT;да
295R;Ю1-3-4;Ю1-3-4;2 672.00;0.80;2 577.84;0.80;ARGILLIT;нет
156;Ю1-3-4;Ю1-3-4;3 074.40;0.80;2 577.88;0.76;ARGILLIT;нет
344;Ю1-3-4;Ю1-3-4;2 866.20;1.20;2 577.88;1.19;SAND_GL;да
382;Ю1-3-4;Ю1-3-4;2 986.40;3.80;2 577.89;3.76;SAND;да
159;Ю1-3-4;Ю1-3-4;3 057.80;0.60;2 577.90;0.58;SAND;да
153ST2;Ю1-3-4;Ю1-3-4;2 870.20;0.80;2 577.92;0.79;DENSE;нет
313;Ю1-3-4;Ю1-3-4;2 746.00;1.00;2 577.92;1.00;SAND_GL;да
427;Ю1-3-4;Ю1-3-4;2 955.60;0.60;2 577.92;0.60;DENSE;нет
169;Ю1-3-4;Ю1-3-4;2 900.40;0.60;2 577.94;0.59;DENSE;нет
139;Ю1-3-4;Ю1-3-4;2 757.00;0.80;2 577.95;0.80;DENSE;нет
355;Ю1-3-4;Ю1-3-4;3 047.60;0.40;2 577.95;0.39;ALEVROLIT;да
366;Ю1-3-4;Ю1-3-4;3 006.80;1.80;2 577.98;1.74;ALEVROLIT;да
147;Ю1-3-4;Ю1-3-4;3 127.60;2.00;2 578.02;1.96;SAND;да
195;Ю1-3-4;Ю1-3-4;3 355.00;1.40;2 578.03;1.37;SAND_GL;да
377;Ю1-3-4;Ю1-3-4;2 721.40;0.80;2 578.04;0.80;DENSE;нет
352;Ю1-3-4;Ю1-3-4;2 924.60;10.00;2 578.07;9.95;ARGILLIT;нет
198;Ю1-3-4;Ю1-3-4;3 320.40;0.60;2 578.08;0.56;ALEVROLIT;да
196;Ю1-3-4;Ю1-3-4;3 108.00;1.80;2 578.09;1.78;SAND_GL;да
301R;Ю1-3-4;Ю1-3-4;2 750.00;0.70;2 578.13;0.70;ARGILLIT;нет
199;Ю1-3-4;Ю1-3-4;3 066.00;4.60;2 578.14;4.48;SAND;да
229;Ю1-3-4;Ю1-3-4;3 139.00;1.00;2 578.14;1.00;SAND;да
370;Ю1-3-4;Ю1-3-4;2 866.80;2.00;2 578.15;1.98;SAND_GL;да
436;Ю1-3-4;Ю1-3-4;2 938.40;0.40;2 578.15;0.40;DENSE;нет
106;Ю1-3-4;Ю1-3-4;3 149.40;0.60;2 578.18;0.59;ALEVROLIT;да
171;Ю1-3-4;Ю1-3-4;3 095.60;0.80;2 578.21;0.79;ARGILLIT;нет
322;Ю1-3-4;Ю1-3-4;3 028.40;0.40;2 578.21;0.40;ALEVROLIT;да
186;Ю1-3-4;Ю1-3-4;2 987.60;0.40;2 578.22;0.38;ALEVROLIT;да
110PL;Ю1-3-4;Ю1-3-4;3 270.60;0.60;2 578.23;0.41;DENSE;нет
190;Ю1-3-4;Ю1-3-4;2 750.60;0.40;2 578.24;0.40;SAND_GL;да
192;Ю1-3-4;Ю1-3-4;2 791.60;0.40;2 578.24;0.40;ALEVROLIT;да
172;Ю1-3-4;Ю1-3-4;2 763.60;0.80;2 578.25;0.80;DENSE;нет
116;Ю1-3-4;Ю1-3-4;2 941.40;0.60;2 578.26;0.60;ALEVROLIT;да
138;Ю1-3-4;Ю1-3-4;2 779.40;1.20;2 578.30;1.20;SAND_GL;да
176;Ю1-3-4;Ю1-3-4;2 773.60;0.60;2 578.32;0.59;SAND_GL;да
355;Ю1-3-4;Ю1-3-4;3 048.00;1.80;2 578.34;1.78;SAND_GL;да
371;Ю1-3-4;Ю1-3-4;2 999.80;1.80;2 578.34;1.69;DENSE;нет
197;Ю1-3-4;Ю1-3-4;3 070.40;0.80;2 578.35;0.79;DENSE;нет
326;Ю1-3-4;Ю1-3-4;3 345.20;0.80;2 578.35;0.76;ARGILLIT;нет
431PL;Ю1-3-4;Ю1-3-4;3 179.40;1.80;2 578.35;1.29;SAND;да
354;Ю1-3-4;Ю1-3-4;2 839.40;1.00;2 578.36;0.98;SAND_GL;да
369;Ю1-3-4;Ю1-3-4;2 897.80;0.80;2 578.36;0.80;ALEVROLIT;да
111;Ю1-3-4;Ю1-3-4;3 395.20;0.80;2 578.38;0.73;SAND_GL;да
158;Ю1-3-4;Ю1-3-4;3 247.00;1.20;2 578.41;1.15;SAND_GL;да
153;Ю1-3-4;Ю1-3-4;2 982.80;1.00;2 578.44;0.97;ARGILLIT;нет
363;Ю1-3-4;Ю1-3-4;2 830.00;1.00;2 578.44;0.99;ARGILLIT;нет
600;Ю1-3-4;Ю1-3-4;3 479.00;1.00;2 578.45;1.00;DENSE;нет
159;Ю1-3-4;Ю1-3-4;3 058.40;0.40;2 578.48;0.40;ALEVROLIT;да
303;Ю1-3-4;Ю1-3-4;3 188.00;3.20;2 578.48;3.18;ARGILLIT;нет
312;Ю1-3-4;Ю1-3-4;2 857.40;1.20;2 578.48;1.16;ARGILLIT;нет
316;Ю1-3-4;Ю1-3-4;2 866.80;1.60;2 578.49;1.56;SAND_GL;да
174;Ю1-3-4;Ю1-3-4;3 068.00;1.20;2 578.50;1.16;SAND_GL;да
126;Ю1-3-4;Ю1-3-4;3 257.20;1.60;2 578.52;1.58;SAND;да
427;Ю1-3-4;Ю1-3-4;2 956.20;0.40;2 578.52;0.40;NYA_KOLLEKTOR;да
169;Ю1-3-4;Ю1-3-4;2 901.00;0.60;2 578.53;0.60;SAND_GL;да
336;Ю1-3-4;Ю1-3-4;3 232.20;0.80;2 578.54;0.79;ARGILLIT;нет
348;Ю1-3-4;Ю1-3-4;2 802.00;1.60;2 578.54;1.58;SAND;да
436;Ю1-3-4;Ю1-3-4;2 938.80;1.00;2 578.55;1.00;SAND;да
307;Ю1-3-4;Ю1-3-4;2 879.00;0.80;2 578.56;0.78;DENSE;нет
134;Ю1-3-4;Ю1-3-4;2 972.20;6.40;2 578.58;6.27;ARGILLIT;нет
170;Ю1-3-4;Ю1-3-4;3 276.40;1.00;2 578.58;0.96;SAND;да
186;Ю1-3-4;Ю1-3-4;2 988.00;1.20;2 578.60;1.15;SAND;да
322;Ю1-3-4;Ю1-3-4;3 028.80;1.20;2 578.61;1.18;ARGILLIT;нет
110PL;Ю1-3-4;Ю1-3-4;3 271.20;0.40;2 578.64;0.27;ALEVROLIT;да
127;Ю1-3-4;Ю1-3-4;3 169.00;1.80;2 578.64;1.68;SAND_GL;да
156;Ю1-3-4;Ю1-3-4;3 075.20;0.60;2 578.64;0.57;DENSE;нет
190;Ю1-3-4;Ю1-3-4;2 751.00;1.80;2 578.64;1.78;SAND_GL;да
192;Ю1-3-4;Ю1-3-4;2 792.00;1.00;2 578.64;0.99;SAND_GL;да
198;Ю1-3-4;Ю1-3-4;3 321.00;8.00;2 578.64;7.53;SAND;да
295R;Ю1-3-4;Ю1-3-4;2 672.80;1.00;2 578.64;1.00;ARGILLIT;нет
154;Ю1-3-4;Ю1-3-4;3 487.20;0.80;2 578.67;0.80;SAND_GL;да
360;Ю1-3-4;Ю1-3-4;2 752.40;0.80;2 578.67;0.80;SAND;да
187;Ю1-3-4;Ю1-3-4;2 871.20;0.80;2 578.68;0.79;SAND_GL;да
153ST2;Ю1-3-4;Ю1-3-4;2 871.00;1.40;2 578.71;1.39;ALEVROLIT;да
435;Ю1-3-4;Ю1-3-4;3 060.20;0.40;2 578.73;0.40;ALEVROLIT;да
311;Ю1-3-4;Ю1-3-4;2 757.40;2.20;2 578.74;2.16;ARGILLIT;нет
139;Ю1-3-4;Ю1-3-4;2 757.80;0.80;2 578.75;0.79;ARGILLIT;нет
106;Ю1-3-4;Ю1-3-4;3 150.00;1.20;2 578.77;1.18;ARGILLIT;нет
297R;Ю1-3-4;Ю1-3-4;2 677.00;1.30;2 578.80;1.30;DENSE;нет
301R;Ю1-3-4;Ю1-3-4;2 750.70;0.90;2 578.83;0.90;ARGILLIT;нет
377;Ю1-3-4;Ю1-3-4;2 722.20;0.60;2 578.84;0.60;ALEVROLIT;да
116;Ю1-3-4;Ю1-3-4;2 942.00;2.00;2 578.86;2.00;SAND_GL;да
375;Ю1-3-4;Ю1-3-4;3 169.60;2.80;2 578.87;2.73;ARGILLIT;нет
159;Ю1-3-4;Ю1-3-4;3 058.80;0.60;2 578.88;0.58;DENSE;нет
176;Ю1-3-4;Ю1-3-4;2 774.20;0.60;2 578.91;0.60;DENSE;нет
313;Ю1-3-4;Ю1-3-4;2 747.00;2.20;2 578.92;2.20;ARGILLIT;нет
427;Ю1-3-4;Ю1-3-4;2 956.60;0.80;2 578.92;0.80;DENSE;нет
171;Ю1-3-4;Ю1-3-4;3 096.40;1.20;2 579.00;1.19;DENSE;нет
172;Ю1-3-4;Ю1-3-4;2 764.40;0.80;2 579.05;0.79;ARGILLIT;нет
344;Ю1-3-4;Ю1-3-4;2 867.40;1.00;2 579.07;0.99;SAND_ALEV;да
111;Ю1-3-4;Ю1-3-4;3 396.00;1.20;2 579.11;1.10;DENSE;нет
117ST2;Ю1-3-4;Ю1-3-4;3 398.80;2.20;2 579.11;2.18;ALEVROLIT;да
326;Ю1-3-4;Ю1-3-4;3 346.00;0.60;2 579.11;0.57;ARGILLIT;нет
169;Ю1-3-4;Ю1-3-4;2 901.60;1.00;2 579.13;0.98;DENSE;нет
197;Ю1-3-4;Ю1-3-4;3 071.20;0.60;2 579.14;0.59;SAND_GL;да
229;Ю1-3-4;Ю1-3-4;3 140.00;1.00;2 579.14;1.00;SAND_GL;да
314;Ю1-3-4;Ю1-3-4;2 703.00;1.00;2 579.14;1.00;ALEVROLIT;да
369;Ю1-3-4;Ю1-3-4;2 898.60;0.80;2 579.16;0.79;DENSE;нет
156;Ю1-3-4;Ю1-3-4;3 075.80;0.80;2 579.21;0.76;ARGILLIT;нет
338;Ю1-3-4;Ю1-3-4;2 792.40;2.60;2 579.27;2.60;SAND_GL;да
103ST2;Ю1-3-4;Ю1-3-4;2 901.80;2.20;2 579.28;2.18;ARGILLIT;нет
108;Ю1-3-4;Ю1-3-4;3 493.60;0.40;2 579.28;0.39;ARGILLIT;нет
150;Ю1-3-4;Ю1-3-4;3 007.40;1.20;2 579.33;1.12;SAND_GL;да
336;Ю1-3-4;Ю1-3-4;3 233.00;3.40;2 579.33;3.36;SAND_GL;да
162;Ю1-3-4;Ю1-3-4;3 238.40;1.00;2 579.34;0.97;ARGILLIT;нет
307;Ю1-3-4;Ю1-3-4;2 879.80;0.80;2 579.34;0.77;SAND_GL;да
354;Ю1-3-4;Ю1-3-4;2 840.40;0.60;2 579.34;0.60;DENSE;нет
195;Ю1-3-4;Ю1-3-4;3 356.40;1.40;2 579.40;1.37;SAND_GL;да
310;Ю1-3-4;Ю1-3-4;2 753.00;0.80;2 579.40;0.79;ARGILLIT;нет
153;Ю1-3-4;Ю1-3-4;2 983.80;3.20;2 579.41;3.09;ARGILLIT;нет
363;Ю1-3-4;Ю1-3-4;2 831.00;1.00;2 579.43;0.98;ALEVROLIT;да
377;Ю1-3-4;Ю1-3-4;2 722.80;1.40;2 579.44;1.40;DENSE;нет
600;Ю1-3-4;Ю1-3-4;3 480.00;2.20;2 579.45;2.18;SAND;да
159;Ю1-3-4;Ю1-3-4;3 059.40;0.80;2 579.46;0.79;SAND_GL;да
154;Ю1-3-4;Ю1-3-4;3 488.00;0.60;2 579.47;0.59;SAND_GL;да
187;Ю1-3-4;Ю1-3-4;2 872.00;1.20;2 579.47;1.20;SAND_GL;да
360;Ю1-3-4;Ю1-3-4;2 753.20;1.20;2 579.47;1.20;SAND;да
138;Ю1-3-4;Ю1-3-4;2 780.60;1.00;2 579.50;1.00;ARGILLIT;нет
176;Ю1-3-4;Ю1-3-4;2 774.80;1.00;2 579.51;1.00;ARGILLIT;нет
139;Ю1-3-4;Ю1-3-4;2 758.60;0.40;2 579.54;0.40;ALEVROLIT;да
170;Ю1-3-4;Ю1-3-4;3 277.40;0.80;2 579.54;0.77;DENSE;нет
436;Ю1-3-4;Ю1-3-4;2 939.80;2.80;2 579.55;2.80;DENSE;нет
158;Ю1-3-4;Ю1-3-4;3 248.20;0.40;2 579.56;0.38;DENSE;нет
345;Ю1-3-4;Ю1-3-4;3 105.60;1.00;2 579.62;0.98;SAND_GL;да
359;Ю1-3-4;Ю1-3-4;2 779.80;0.60;2 579.62;0.60;ARGILLIT;нет
192;Ю1-3-4;Ю1-3-4;2 793.00;1.40;2 579.63;1.40;DENSE;нет
295R;Ю1-3-4;Ю1-3-4;2 673.80;1.20;2 579.64;1.20;ALEVROLIT;да
312;Ю1-3-4;Ю1-3-4;2 858.60;0.40;2 579.64;0.39;ARGILLIT;нет
431PL;Ю1-3-4;Ю1-3-4;3 181.20;2.00;2 579.64;1.42;DENSE;нет
328;Ю1-3-4;Ю1-3-4;3 170.80;1.60;2 579.65;1.53;SAND_SL_PR;да
174;Ю1-3-4;Ю1-3-4;3 069.20;1.00;2 579.66;0.96;ALEVROLIT;да
108;Ю1-3-4;Ю1-3-4;3 494.00;3.00;2 579.67;2.93;ARGILLIT;нет
326;Ю1-3-4;Ю1-3-4;3 346.60;0.60;2 579.68;0.57;ALEVROLIT;да
366;Ю1-3-4;Ю1-3-4;3 008.60;1.40;2 579.72;1.36;SAND_SL_PR;да
427;Ю1-3-4;Ю1-3-4;2 957.40;0.80;2 579.72;0.80;SAND_GL;да
197;Ю1-3-4;Ю1-3-4;3 071.80;0.80;2 579.73;0.80;ALEVROLIT;да
186;Ю1-3-4;Ю1-3-4;2 989.20;0.60;2 579.75;0.58;SAND_UPLOT;да
160;Ю1-3-4;Ю1-3-4;3 316.20;3.00;2 579.76;2.92;SAND_GL;да
161;Ю1-3-4;Ю1-3-4;3 010.80;0.50;2 579.76;0.50;ALEVROLIT;да
604;Ю1-3-4;Ю1-3-4;2 776.20;0.60;2 579.77;0.60;ALEVROLIT;да
322;Ю1-3-4;Ю1-3-4;3 030.00;2.80;2 579.79;2.76;SAND_GL;да
172;Ю1-3-4;Ю1-3-4;2 765.20;0.60;2 579.84;0.60;DENSE;нет
340;Ю1-3-4;Ю1-3-4;3 241.60;0.60;2 579.85;0.59;ARGILLIT;нет
196;Ю1-3-4;Ю1-3-4;3 109.80;1.80;2 579.87;1.78;SAND_GL;да
157;Ю1-3-4;Ю1-3-4;3 191.40;1.20;2 579.88;1.16;COAL;нет
139;Ю1-3-4;Ю1-3-4;2 759.00;2.20;2 579.94;2.20;DENSE;нет
158;Ю1-3-4;Ю1-3-4;3 248.60;0.40;2 579.94;0.38;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 841.00;2.00;2 579.94;1.97;SAND_GL;да
106;Ю1-3-4;Ю1-3-4;3 151.20;0.80;2 579.95;0.79;ALEVROLIT;да
369;Ю1-3-4;Ю1-3-4;2 899.40;0.40;2 579.95;0.40;SAND_GL;да
300;Ю1-3-4;Ю1-3-4;2 707.60;1.20;2 579.96;1.20;ARGILLIT;нет
156;Ю1-3-4;Ю1-3-4;3 076.60;0.60;2 579.97;0.57;DENSE;нет
147;Ю1-3-4;Ю1-3-4;3 129.60;0.40;2 579.98;0.39;DENSE;нет
371;Ю1-3-4;Ю1-3-4;3 001.60;1.80;2 580.03;1.69;SAND_GL;да
316;Ю1-3-4;Ю1-3-4;2 868.40;1.60;2 580.05;1.57;ALEVROLIT;да
154;Ю1-3-4;Ю1-3-4;3 488.60;1.00;2 580.06;0.99;SAND_GL;да
344;Ю1-3-4;Ю1-3-4;2 868.40;0.40;2 580.06;0.40;ALEVROLIT;да
126;Ю1-3-4;Ю1-3-4;3 258.80;1.20;2 580.10;1.19;SAND_GL;да
153ST2;Ю1-3-4;Ю1-3-4;2 872.40;1.00;2 580.10;0.99;SAND_GL;да
297R;Ю1-3-4;Ю1-3-4;2 678.30;1.40;2 580.10;1.40;SAND;да
169;Ю1-3-4;Ю1-3-4;2 902.60;0.60;2 580.11;0.59;SAND_UPLOT;да
307;Ю1-3-4;Ю1-3-4;2 880.60;1.20;2 580.11;1.16;ARGILLIT;нет
355;Ю1-3-4;Ю1-3-4;3 049.80;0.80;2 580.12;0.79;ALEVROLIT;да
337;Ю1-3-4;Ю1-3-4;3 078.60;0.60;2 580.13;0.59;ALEVROLIT;да
370;Ю1-3-4;Ю1-3-4;2 868.80;1.40;2 580.13;1.39;DENSE;нет
229;Ю1-3-4;Ю1-3-4;3 141.00;5.40;2 580.14;5.39;ARGILLIT;нет
314;Ю1-3-4;Ю1-3-4;2 704.00;1.00;2 580.14;1.00;SAND_GL;да
333;Ю1-3-4;Ю1-3-4;3 323.60;0.60;2 580.17;0.58;ARGILLIT;нет
171;Ю1-3-4;Ю1-3-4;3 097.60;1.60;2 580.19;1.59;SAND_GL;да
310;Ю1-3-4;Ю1-3-4;2 753.80;0.80;2 580.19;0.80;ALEVROLIT;да
111;Ю1-3-4;Ю1-3-4;3 397.20;1.20;2 580.21;1.10;ARGILLIT;нет
601;Ю1-3-4;Ю1-3-4;3 526.60;1.00;2 580.21;0.99;DENSE;нет
302;Ю1-3-4;Ю1-3-4;3 397.40;1.20;2 580.22;1.17;DENSE;нет
359;Ю1-3-4;Ю1-3-4;2 780.40;1.40;2 580.22;1.38;ALEVROLIT;да
159;Ю1-3-4;Ю1-3-4;3 060.20;0.40;2 580.25;0.39;ALEVROLIT;да
326;Ю1-3-4;Ю1-3-4;3 347.20;0.40;2 580.25;0.38;ARGILLIT;нет
161;Ю1-3-4;Ю1-3-4;3 011.30;0.60;2 580.26;0.59;DENSE;нет
242;Ю1-3-4;Ю1-3-4;3 042.80;0.40;2 580.29;0.39;ARGILLIT;нет
109;Ю1-3-4;Ю1-3-4;3 325.40;1.60;2 580.31;1.55;ALEVROLIT;да
162;Ю1-3-4;Ю1-3-4;3 239.40;2.80;2 580.31;2.74;SAND;да
170;Ю1-3-4;Ю1-3-4;3 278.20;0.60;2 580.31;0.58;SAND_UPLOT;да
137;Ю1-3-4;Ю1-3-4;2 843.00;1.40;2 580.32;1.39;ARGILLIT;нет
158;Ю1-3-4;Ю1-3-4;3 249.00;1.00;2 580.32;0.96;SAND_GL;да
186;Ю1-3-4;Ю1-3-4;2 989.80;0.80;2 580.33;0.77;DENSE;нет
369;Ю1-3-4;Ю1-3-4;2 899.80;0.40;2 580.35;0.40;SAND_GL;да
147;Ю1-3-4;Ю1-3-4;3 130.00;1.80;2 580.37;1.77;SAND;да
604;Ю1-3-4;Ю1-3-4;2 776.80;8.40;2 580.37;8.38;SAND;да
425;Ю1-3-4;Ю1-3-4;2 759.60;1.00;2 580.38;1.00;SAND_GL;да
190;Ю1-3-4;Ю1-3-4;2 752.80;1.80;2 580.42;1.79;ARGILLIT;нет
172;Ю1-3-4;Ю1-3-4;2 765.80;1.00;2 580.44;1.00;ALEVROLIT;да
340;Ю1-3-4;Ю1-3-4;3 242.20;1.00;2 580.44;0.98;SAND_GL;да
150;Ю1-3-4;Ю1-3-4;3 008.60;0.60;2 580.45;0.57;SAND_GL;да
133;Ю1-3-4;Ю1-3-4;2 995.80;1.40;2 580.46;1.39;DENSE;нет
344;Ю1-3-4;Ю1-3-4;2 868.80;0.80;2 580.46;0.79;SAND_GL;да
138;Ю1-3-4;Ю1-3-4;2 781.60;9.40;2 580.50;9.38;ARGILLIT;нет
176;Ю1-3-4;Ю1-3-4;2 775.80;0.60;2 580.51;0.59;SAND_GL;да
197;Ю1-3-4;Ю1-3-4;3 072.60;1.20;2 580.53;1.19;SAND_GL;да
156;Ю1-3-4;Ю1-3-4;3 077.20;1.20;2 580.54;1.14;ARGILLIT;нет
243;Ю1-3-4;Ю1-3-4;3 325.00;0.80;2 580.57;0.77;ARGILLIT;нет
345;Ю1-3-4;Ю1-3-4;3 106.60;0.40;2 580.60;0.39;ALEVROLIT;да
174;Ю1-3-4;Ю1-3-4;3 070.20;0.80;2 580.62;0.77;ARGILLIT;нет
326;Ю1-3-4;Ю1-3-4;3 347.60;0.40;2 580.63;0.38;ALEVROLIT;да
159;Ю1-3-4;Ю1-3-4;3 060.60;0.60;2 580.64;0.59;SAND_GL;да
187;Ю1-3-4;Ю1-3-4;2 873.20;2.40;2 580.67;2.39;SAND_GL;да
242;Ю1-3-4;Ю1-3-4;3 043.20;0.60;2 580.68;0.60;ARGILLIT;нет
169;Ю1-3-4;Ю1-3-4;2 903.20;0.40;2 580.70;0.40;ALEVROLIT;да
337;Ю1-3-4;Ю1-3-4;3 079.20;0.40;2 580.72;0.40;ARGILLIT;нет
333;Ю1-3-4;Ю1-3-4;3 324.20;0.60;2 580.75;0.58;ALEVROLIT;да
369;Ю1-3-4;Ю1-3-4;2 900.20;0.40;2 580.75;0.40;ALEVROLIT;да
195;Ю1-3-4;Ю1-3-4;3 357.80;0.40;2 580.77;0.40;ALEVROLIT;да
232;Ю1-3-4;Ю1-3-4;3 411.00;1.40;2 580.78;1.38;ARGILLIT;нет
319;Ю1-3-4;Ю1-3-4;2 849.40;1.00;2 580.82;0.98;ARGILLIT;нет
295R;Ю1-3-4;Ю1-3-4;2 675.00;1.70;2 580.84;1.70;ARGILLIT;нет
377;Ю1-3-4;Ю1-3-4;2 724.20;2.00;2 580.84;2.00;ALEVROLIT;да
161;Ю1-3-4;Ю1-3-4;3 011.90;0.70;2 580.85;0.69;SAND_GL;да
116;Ю1-3-4;Ю1-3-4;2 944.00;0.60;2 580.86;0.60;ALEVROLIT;да
